city,country,date,lat,lng,max_temperature,humidity,cloudiness,wind_speed
mitsamiouli,km,2017-09-09 10:00:00,43.28,-11.38,77.0,88.0,20.0,3.36
mitu,co,2017-09-09 10:37:32,-70.17,1.2,88.1,66.0,12.0,2.71
mkushi,zm,2017-09-09 10:37:07,29.39,-13.62,69.74,41.0,0.0,7.18
mogadishu,so,2017-09-09 10:36:42,45.34,2.04,78.92,97.0,8.0,16.24
moju,br,2017-09-09 10:00:00,-48.77,-1.88,89.6,55.0,75.0,10.29
monte cristi,do,2017-09-09 10:00:00,-8.48,41.34,64.4,77.0,20.0,13.87
mopipi,bw,2017-09-09 10:37:34,24.88,-21.18,73.25,20.0,0.0,6.17
morristown,us,2017-09-09 10:15:00,-83.29,36.21,73.4,43.0,0.0,5.82
morros,br,2017-09-09 10:37:34,-46.3,-9.45,96.11,22.0,0.0,12.21
mouzakion,gr,2017-09-09 10:37:34,21.66,39.43,64.16,57.0,0.0,2.82
mufumbwe,zm,2017-09-09 10:37:07,24.8,-13.68,75.77,27.0,0.0,11.99
muisne,ec,2017-09-09 10:37:35,-80.03,0.6,82.52,73.0,76.0,4.38
mwene-ditu,cd,2017-09-09 10:37:35,23.45,-7.0,70.46,86.0,20.0,7.29
nacala,mz,2017-09-09 10:37:35,40.67,-14.54,73.43,100.0,0.0,3.83
namibe,ao,2017-09-09 10:37:36,12.15,-15.2,68.12,97.0,48.0,2.93
nampula,mz,2017-09-09 10:00:00,39.27,-15.12,78.8,50.0,0.0,13.87
nanortalik,gl,2017-09-09 10:37:36,-45.24,60.14,38.87,99.0,64.0,14.0
nara,ml,2017-09-09 10:37:37,-7.26,15.21,92.42,59.0,32.0,3.94
naranjal,ec,2017-09-09 10:00:00,-79.62,-2.67,80.6,65.0,75.0,3.36
narasannapeta,in,2017-09-09 10:37:37,84.05,18.42,78.11,93.0,68.0,2.59
nardaran,az,2017-09-09 10:00:00,50.01,40.56,75.2,69.0,0.0,6.93
narsaq,gl,2017-09-09 09:50:00,-46.05,60.92,51.8,53.0,20.0,8.05
nauta,pe,2017-09-09 10:37:38,-73.52,-4.67,89.27,62.0,12.0,3.71
necochea,ar,2017-09-09 10:37:38,-58.74,-38.55,52.55,100.0,92.0,13.67
nelspruit,za,2017-09-09 10:00:00,30.97,-25.47,71.6,40.0,0.0,5.82
ngorongoro,tz,2017-09-09 10:37:43,35.49,-3.24,57.68,90.0,32.0,2.37
nikolayevka,ru,2017-09-09 10:37:44,47.2,53.13,53.72,85.0,12.0,11.65
nisia floresta,br,2017-09-09 10:00:00,-35.21,-6.09,84.2,62.0,75.0,23.04
nizwa,om,2017-09-09 10:37:44,57.53,22.93,78.92,34.0,8.0,3.94
nouakchott,mr,2017-09-09 10:37:44,-15.98,18.09,81.89,99.0,0.0,10.65
novo aripuana,br,2017-09-09 10:37:45,-60.38,-5.12,94.22,45.0,32.0,3.94
novobelokatay,ru,2017-09-09 10:37:45,58.95,55.71,50.84,96.0,92.0,10.98
nsunga,tz,2017-09-09 10:37:45,31.39,-1.14,67.4,80.0,20.0,1.81
nyimba,zm,2017-09-09 10:37:06,30.81,-14.56,82.97,27.0,36.0,9.75
odweyne,so,2017-09-09 10:37:46,45.06,9.41,81.8,33.0,64.0,8.97
oktyabrskoye,ru,2017-09-09 10:37:46,44.74,43.06,60.92,80.0,0.0,3.15
olafsvik,is,2017-09-09 10:37:46,-23.71,64.89,49.58,100.0,92.0,7.63
opuwo,na,2017-09-09 10:37:47,13.84,-18.06,74.78,19.0,12.0,5.95
oranjemund,na,2017-09-09 10:37:47,16.43,-28.55,56.87,93.0,0.0,15.57
orihuela,es,2017-09-09 10:00:00,-0.94,38.08,86.0,26.0,0.0,3.36
osorno,cl,2017-09-09 10:00:00,-73.15,-40.57,51.8,53.0,20.0,11.41
ostrovnoy,ru,2017-09-09 10:37:47,39.51,68.05,41.3,82.0,88.0,16.46
oussouye,sn,2017-09-09 09:00:00,-16.55,12.48,86.0,79.0,75.0,6.93
paamiut,gl,2017-09-09 10:37:48,-49.67,61.99,40.22,97.0,12.0,6.4
pachino,it,2017-09-09 09:50:00,15.09,36.72,73.4,69.0,0.0,9.17
padang,id,2017-09-09 10:37:49,100.35,-0.95,83.6,100.0,68.0,4.05
pafos,cy,2017-09-09 10:00:00,32.42,34.77,78.8,69.0,0.0,9.17
paita,pe,2017-09-09 10:00:00,-81.11,-5.09,77.0,65.0,0.0,17.22
pakala,in,2017-09-09 10:37:49,79.12,13.47,75.68,93.0,68.0,3.49
pakhtakoron,tj,2017-09-09 10:37:50,68.75,40.16,66.59,61.0,0.0,6.85
pangnirtung,ca,2017-09-09 10:00:00,-65.71,66.15,44.6,87.0,90.0,21.92
pangoa,pe,2017-09-09 10:37:50,-73.0,-12.12,79.64,64.0,20.0,2.93
panorama,br,2017-09-09 10:37:50,-51.86,-21.36,95.48,25.0,20.0,11.77
paramirim,br,2017-09-09 10:37:51,-42.24,-13.44,78.29,43.0,0.0,10.31
parati,br,2017-09-09 10:37:51,-44.71,-23.22,73.52,69.0,36.0,2.15
pedernales,do,2017-09-09 10:00:00,-71.74,18.04,86.0,74.0,40.0,16.11
peruibe,br,2017-09-09 10:37:51,-47.0,-24.32,68.48,100.0,20.0,7.18
peterhead,gb,2017-09-09 09:50:00,-1.8,57.51,57.2,87.0,75.0,12.75
phalombe,mw,2017-09-09 10:37:52,35.65,-15.81,69.2,47.0,56.0,2.93
piacabucu,br,2017-09-09 10:37:52,-36.43,-10.41,75.86,79.0,92.0,13.11
pisco,pe,2017-09-09 10:00:00,-76.22,-13.7,68.0,68.0,75.0,13.87
plaster rock,ca,2017-09-09 09:56:00,-67.39,46.91,66.2,63.0,20.0,11.41
plettenberg bay,za,2017-09-09 10:37:53,23.37,-34.05,60.74,98.0,20.0,10.42
pombia,gr,2017-09-09 09:50:00,24.87,35.05,78.8,78.0,0.0,5.82
ponta delgada,pt,2017-09-09 10:00:00,-25.67,37.73,75.2,60.0,20.0,10.29
ponta do sol,cv,2017-09-09 10:37:54,-25.09,17.2,79.55,100.0,36.0,14.67
pontal do parana,br,2017-09-09 10:00:00,-48.51,-25.67,80.6,34.0,0.0,12.75
port alfred,za,2017-09-09 10:37:54,26.89,-33.59,63.98,88.0,36.0,8.41
port elizabeth,za,2017-09-09 10:00:00,25.57,-33.92,60.8,87.0,75.0,3.36
port shepstone,za,2017-09-09 10:37:55,30.45,-30.74,65.15,96.0,8.0,8.63
port victoria,ke,2017-09-09 10:37:55,33.98,0.09,66.5,100.0,36.0,5.06
port-gentil,ga,2017-09-09 10:00:00,8.78,-0.72,80.6,83.0,75.0,11.41
portmore,jm,2017-09-09 10:05:00,-76.87,17.97,82.4,78.0,75.0,14.99
porto belo,br,2017-09-09 10:00:00,-48.55,-27.16,75.2,78.0,40.0,9.17
porto nacional,br,2017-09-09 09:00:00,-48.42,-10.71,98.6,19.0,0.0,10.29
porto velho,br,2017-09-09 10:00:00,-63.9,-8.76,95.0,41.0,40.0,5.82
poykovskiy,ru,2017-09-09 10:00:00,73.33,61.23,41.0,93.0,75.0,4.47
praia da vitoria,pt,2017-09-09 10:00:00,-27.07,38.73,73.4,88.0,75.0,5.82
presidencia roque saenz pena,ar,2017-09-09 10:37:57,-60.44,-26.79,86.21,77.0,0.0,11.54
puerto maldonado,pe,2017-09-09 10:00:00,-69.18,-12.6,91.4,55.0,0.0,8.05
punta arenas,cl,2017-09-09 10:00:00,-70.92,-53.15,46.4,45.0,75.0,24.16
pussi,ee,2017-09-09 10:37:58,27.05,59.36,57.77,94.0,64.0,11.43
qaanaaq,gl,2017-09-09 10:37:59,-69.36,77.48,26.54,100.0,64.0,15.46
qaqortoq,gl,2017-09-09 09:50:00,-46.03,60.72,51.8,53.0,20.0,8.05
quatre cocos,mu,2017-09-09 10:00:00,57.76,-20.21,73.4,60.0,75.0,17.22
quelimane,mz,2017-09-09 09:00:00,36.89,-17.88,75.2,78.0,20.0,9.17
radcliff,us,2017-09-09 10:15:00,-85.95,37.84,75.2,56.0,1.0,5.82
rafaela,ar,2017-09-09 10:38:00,-61.49,-31.25,70.64,100.0,92.0,3.71
rauma,fi,2017-09-09 09:50:00,21.5,61.13,57.2,100.0,92.0,3.36
reconquista,ar,2017-09-09 10:38:01,-59.65,-29.15,69.47,100.0,48.0,4.83
riachao do dantas,br,2017-09-09 10:38:01,-37.73,-11.07,75.32,75.0,80.0,14.45
ribeira brava,pt,2017-09-09 10:00:00,-17.07,32.65,75.2,57.0,20.0,9.17
ribeira grande,pt,2017-09-09 10:00:00,-28.7,38.52,78.8,57.0,20.0,13.87
richard toll,sn,2017-09-09 10:38:02,-15.68,16.46,97.28,47.0,0.0,4.16
richards bay,za,2017-09-09 10:38:02,32.04,-28.78,67.76,91.0,56.0,4.94
richmond,za,2017-09-09 10:38:03,30.27,-29.87,56.96,81.0,0.0,2.15
rio brilhante,br,2017-09-09 10:38:03,-54.55,-21.8,97.64,31.0,8.0,11.54
rio gallegos,ar,2017-09-09 10:00:00,-69.22,-51.62,42.8,38.0,75.0,6.93
rocha,uy,2017-09-09 10:38:03,-54.33,-34.48,71.63,88.0,24.0,14.34
ronne,dk,2017-09-09 09:50:00,14.71,55.1,62.6,82.0,36.0,12.75
roros,no,2017-09-09 09:50:00,11.38,62.57,48.2,93.0,92.0,10.29
roshchino,ru,2017-09-09 10:00:00,29.61,60.25,57.2,87.0,40.0,4.47
rundu,na,2017-09-09 10:00:00,19.77,-17.93,86.0,19.0,0.0,3.36
sacramento,br,2017-09-09 10:00:00,-47.44,-19.87,87.8,16.0,0.0,9.17
safaga,eg,2017-09-09 10:00:00,33.94,26.73,89.6,43.0,0.0,14.99
saint anthony,ca,2017-09-09 10:00:00,-55.58,51.37,51.8,81.0,90.0,11.41
saint george,bm,2017-09-09 09:55:00,-64.68,32.38,86.0,66.0,75.0,9.17
saint-augustin,ca,2017-09-09 10:38:06,-58.65,51.23,56.51,98.0,64.0,10.42
saint-georges,gf,2017-09-09 10:00:00,-51.8,3.9,91.4,49.0,75.0,3.36
saint-joseph,re,2017-09-09 10:00:00,55.62,-21.37,71.6,64.0,75.0,12.75
saint-philippe,re,2017-09-09 10:00:00,55.77,-21.36,71.6,64.0,75.0,12.75
saint-pierre,pm,2017-09-09 10:00:00,-56.17,46.77,59.0,93.0,75.0,3.36
salalah,om,2017-09-09 09:50:00,54.09,17.02,78.8,88.0,75.0,5.82
salamanca,cl,2017-09-09 10:38:07,-70.97,-31.77,36.08,83.0,92.0,2.04
saldanha,za,2017-09-09 10:00:00,17.94,-33.01,59.0,62.0,0.0,13.87
salta,ar,2017-09-09 10:00:00,-65.41,-24.79,78.8,38.0,20.0,12.75
salvador,br,2017-09-09 10:00:00,-38.51,-12.97,78.8,69.0,40.0,10.29
sambava,mg,2017-09-09 10:38:08,50.17,-14.27,74.24,100.0,92.0,20.71
san cristobal,ec,2017-09-09 10:38:09,-89.62,-0.9,68.48,98.0,48.0,12.88
san luis,ar,2017-09-09 10:38:09,-66.34,-33.3,49.94,95.0,92.0,14.79
san pedro,ar,2017-09-09 10:00:00,-64.87,-24.23,78.8,47.0,20.0,8.05
san ramon,bo,2017-09-09 10:00:00,-64.72,-13.28,93.2,52.0,40.0,11.41
santa eulalia del rio,es,2017-09-09 10:38:10,-6.27,42.07,61.73,43.0,0.0,14.79
santa rosa,ar,2017-09-09 10:38:10,-64.28,-36.62,57.32,77.0,92.0,14.67
sao bernardo,br,2017-09-09 10:38:10,-42.42,-3.36,96.2,36.0,0.0,8.19
sao felix do xingu,br,2017-09-09 10:38:11,-51.99,-6.64,86.21,63.0,44.0,4.61
sao filipe,cv,2017-09-09 10:38:11,-24.5,14.9,82.34,91.0,0.0,12.33
sao gabriel da cachoeira,br,2017-09-09 10:00:00,-67.09,-0.13,87.8,70.0,40.0,3.36
sao joao da barra,br,2017-09-09 10:00:00,-41.05,-21.64,80.6,54.0,0.0,25.28
sao jose da coroa grande,br,2017-09-09 10:38:12,-35.15,-8.9,75.95,93.0,88.0,13.44
sao miguel do araguaia,br,2017-09-09 10:38:12,-50.16,-13.28,91.52,48.0,0.0,11.88
sao raimundo nonato,br,2017-09-09 10:38:12,-42.7,-9.02,90.98,28.0,0.0,14.23
saquarema,br,2017-09-09 10:00:00,-42.51,-22.92,87.8,55.0,0.0,25.28
sar-e pul,af,2017-09-09 10:38:13,65.93,36.22,50.39,69.0,0.0,1.92
sawakin,sd,2017-09-09 10:00:00,37.33,19.11,93.2,44.0,0.0,4.7
sayyan,ye,2017-09-09 10:38:13,44.32,15.17,66.5,25.0,0.0,6.17
sechura,pe,2017-09-09 10:38:14,-80.82,-5.56,71.45,82.0,0.0,12.21
sept-iles,ca,2017-09-09 10:00:00,-66.38,50.2,59.0,77.0,40.0,12.75
sesimbra,pt,2017-09-09 10:00:00,-9.1,38.44,71.6,53.0,40.0,14.99
shamsabad,in,2017-09-09 10:38:14,78.13,27.02,80.18,80.0,0.0,2.26
sinazongwe,zm,2017-09-09 10:37:06,27.46,-17.26,73.7,60.0,0.0,3.15
sirfa,jo,2017-09-09 10:00:00,35.95,31.96,86.0,42.0,0.0,9.17
sisimiut,gl,2017-09-09 10:38:15,-53.67,66.94,36.8,95.0,92.0,19.48
sistranda,no,2017-09-09 09:50:00,8.83,63.73,59.0,58.0,40.0,18.34
skibbereen,ie,2017-09-09 10:00:00,-9.27,51.55,59.0,77.0,75.0,17.22
skjervoy,no,2017-09-09 10:34:29,20.97,70.03,50.66,92.0,0.0,18.59
solovetskiy,ru,2017-09-09 10:38:16,34.77,64.99,48.14,100.0,92.0,13.11
sorland,no,2017-09-09 10:34:37,12.69,67.67,56.33,91.0,24.0,20.04
sorvag,fo,2017-09-09 09:50:00,-7.25,62.08,50.0,87.0,36.0,11.41
souillac,mu,2017-09-09 10:00:00,57.52,-20.52,73.4,60.0,75.0,17.22
soyo,ao,2017-09-09 10:38:17,12.37,-6.13,76.67,75.0,64.0,8.08
storforshei,no,2017-09-09 10:38:17,14.33,66.37,43.73,78.0,56.0,7.63
stryy,ua,2017-09-09 10:00:00,23.86,49.26,69.8,68.0,44.0,6.71
sucua,ec,2017-09-09 10:38:18,-78.17,-2.47,70.55,89.0,80.0,3.6
sunndalsora,no,2017-09-09 09:50:00,8.55,62.68,62.6,63.0,8.0,5.82
suwalki,pl,2017-09-09 10:38:18,22.93,54.11,61.19,82.0,20.0,9.42
svetlyy,ru,2017-09-09 10:00:00,20.13,54.67,64.4,72.0,0.0,4.47
tabou,ci,2017-09-09 10:00:00,-7.35,4.42,80.6,78.0,75.0,11.41
tacuati,py,2017-09-09 10:38:19,-56.58,-23.45,98.63,26.0,12.0,7.18
takoradi,gh,2017-09-09 10:38:19,-1.76,4.88,73.7,93.0,12.0,6.29
talara,pe,2017-09-09 10:00:00,-81.27,-4.58,77.0,65.0,0.0,17.22
talcahuano,cl,2017-09-09 10:00:00,-73.12,-36.72,53.6,100.0,0.0,11.41
talnakh,ru,2017-09-09 10:38:20,88.4,69.49,35.9,90.0,36.0,4.38
taltal,cl,2017-09-09 10:38:21,-70.48,-25.4,54.17,76.0,12.0,7.4
taolanaro,mg,2017-09-09 10:00:00,46.97,-25.02,71.6,83.0,20.0,18.34
taoudenni,ml,2017-09-09 10:37:38,-3.98,22.68,103.76,9.0,0.0,5.61
tarija,bo,2017-09-09 10:00:00,-64.73,-21.54,87.8,15.0,0.0,18.34
tarudant,ma,2017-09-09 10:00:00,-8.88,30.47,75.2,60.0,0.0,12.75
tasiilaq,gl,2017-09-09 09:50:00,-37.64,65.61,42.8,88.0,75.0,6.93
tefe,br,2017-09-09 10:00:00,-64.71,-3.35,89.6,62.0,20.0,6.93
teguldet,ru,2017-09-09 10:38:22,88.17,57.31,27.44,83.0,0.0,1.7
ternovka,ru,2017-09-09 10:38:23,41.64,51.68,52.64,79.0,8.0,6.96
tessalit,ml,2017-09-09 10:38:23,1.01,20.2,94.49,20.0,32.0,5.61
thaba-tseka,ls,2017-09-09 10:38:23,28.61,-29.52,41.21,34.0,0.0,2.59
thabazimbi,za,2017-09-09 10:38:24,27.41,-24.59,70.1,35.0,56.0,1.59
thinadhoo,mv,2017-09-09 10:38:24,72.93,0.53,84.95,99.0,0.0,13.33
tillabery,ne,2017-09-09 10:38:24,1.45,14.21,87.47,62.0,8.0,2.82
toliary,mg,2017-09-09 10:38:24,43.67,-23.35,67.94,99.0,0.0,7.52
torbay,ca,2017-09-09 10:00:00,-52.73,47.67,59.0,93.0,90.0,10.29
tornio,fi,2017-09-09 09:50:00,24.13,65.85,50.0,87.0,90.0,12.75
touros,br,2017-09-09 10:38:25,-35.46,-5.2,77.39,92.0,92.0,21.5
tres arroyos,ar,2017-09-09 10:38:10,-60.28,-38.37,52.37,88.0,92.0,14.34
tromso,no,2017-09-09 09:50:00,18.96,69.65,51.8,62.0,40.0,14.99
tsienyane,bw,2017-09-09 10:37:59,30.53,-24.33,62.27,62.0,0.0,1.92
tsihombe,mg,2017-09-09 10:38:26,45.48,-25.3,74.15,59.0,0.0,9.42
tsumeb,na,2017-09-09 10:38:26,17.72,-19.23,71.72,22.0,0.0,6.62
tucurui,br,2017-09-09 10:38:27,-49.67,-3.77,93.5,50.0,12.0,4.05
tumannyy,ru,2017-09-09 10:38:27,35.15,69.16,42.47,81.0,0.0,13.33
tutoia,br,2017-09-09 10:00:00,-42.27,-2.76,91.4,52.0,40.0,16.11
uarini,br,2017-09-09 10:00:00,-65.11,-2.99,89.6,62.0,20.0,6.93
umarkot,in,2017-09-09 10:38:28,82.22,19.67,72.89,94.0,48.0,4.94
umm kaddadah,sd,2017-09-09 10:38:28,26.69,13.6,83.87,45.0,76.0,6.17
umzimvubu,za,2017-09-09 10:38:28,29.42,-30.55,50.93,86.0,0.0,1.59
upernavik,gl,2017-09-09 10:38:33,-56.15,72.79,39.77,100.0,92.0,40.06
urdzhar,kz,2017-09-09 10:38:34,81.63,47.09,52.64,81.0,20.0,1.7
urumqi,cn,2017-09-09 10:00:00,87.6,43.8,69.8,43.0,0.0,4.47
ushuaia,ar,2017-09-09 10:00:00,-68.3,-54.8,44.6,52.0,75.0,25.28
usoke,tz,2017-09-09 10:38:34,32.35,-5.17,77.3,30.0,64.0,4.72
uvinza,tz,2017-09-09 10:38:35,30.39,-5.1,75.5,36.0,48.0,3.15
vallenar,cl,2017-09-09 10:38:35,-70.76,-28.57,48.41,74.0,88.0,4.5
vangaindrano,mg,2017-09-09 10:38:35,47.6,-23.35,66.14,88.0,76.0,3.6
vardo,no,2017-09-09 10:34:40,31.11,70.37,48.14,100.0,0.0,27.09
verkhnyaya inta,ru,2017-09-09 10:38:36,60.31,65.98,35.99,86.0,76.0,3.83
vestmannaeyjar,is,2017-09-09 09:00:00,-20.27,63.44,48.2,81.0,90.0,13.87
victoria,sc,2017-09-09 10:00:00,55.45,-4.62,78.8,78.0,40.0,17.22
vicuna,cl,2017-09-09 10:00:00,-70.71,-30.03,55.4,58.0,90.0,2.24
viedma,ar,2017-09-09 10:36:04,-63.0,-40.81,53.09,55.0,92.0,16.69
vieques,us,2017-09-09 10:15:00,-97.25,32.93,80.6,42.0,1.0,6.93
vila do maio,cv,2017-09-09 10:00:00,-23.22,15.13,86.0,70.0,20.0,14.99
vila franca do campo,pt,2017-09-09 10:00:00,-25.43,37.72,75.2,60.0,20.0,10.29
vila velha,br,2017-09-09 10:00:00,-40.29,-20.33,73.4,88.0,75.0,11.41
villa del rosario,ve,2017-09-09 10:38:38,-72.31,10.33,75.14,94.0,56.0,2.93
villarrica,cl,2017-09-09 10:38:38,-72.23,-39.29,57.05,47.0,0.0,4.61
villazon,bo,2017-09-09 10:38:38,-65.59,-22.09,58.04,11.0,0.0,16.46
viradouro,br,2017-09-09 10:00:00,-48.3,-20.87,93.2,16.0,0.0,8.05
wabash,us,2017-09-09 10:15:00,-85.82,40.8,68.0,45.0,1.0,12.75
wagar,sd,2017-09-09 10:38:39,36.2,16.15,86.48,41.0,0.0,4.38
waling,np,2017-09-09 10:38:39,83.77,27.98,61.37,69.0,76.0,4.16
walvis bay,na,2017-09-09 10:00:00,14.51,-22.96,57.2,82.0,0.0,13.87
warqla,dz,2017-09-09 09:50:00,24.83,60.18,59.0,93.0,75.0,9.17
warrington,us,2017-09-09 09:56:00,-87.28,30.38,84.2,37.0,1.0,11.41
westerland,de,2017-09-09 09:50:00,8.3,54.91,59.0,77.0,0.0,9.17
willowmore,za,2017-09-09 10:36:55,23.49,-33.29,60.83,47.0,0.0,10.65
windhoek,na,2017-09-09 10:00:00,17.08,-22.56,80.6,15.0,64.0,3.36
windsor,ca,2017-09-09 10:15:00,-83.02,42.3,66.2,42.0,1.0,12.75
wolfsburg,de,2017-09-09 09:20:00,10.8,52.43,60.8,67.0,64.0,5.82
yabelo,et,2017-09-09 10:38:41,38.08,4.88,69.65,73.0,92.0,4.94
yanaul,ru,2017-09-09 10:38:42,54.93,56.27,52.1,99.0,92.0,12.77
yendi,gh,2017-09-09 10:38:42,-0.01,9.44,84.14,67.0,32.0,3.15
zabid,ye,2017-09-09 10:38:42,43.32,14.2,86.3,59.0,0.0,4.94
zaozerne,ua,2017-09-09 10:38:42,33.28,45.16,73.34,96.0,0.0,2.71
zhanaozen,kz,2017-09-09 10:38:43,52.8,43.3,68.84,49.0,12.0,7.4
ziniare,bf,2017-09-09 10:00:00,-1.3,12.58,89.6,55.0,40.0,2.24
zverinogolovskoye,ru,2017-09-09 10:38:43,64.85,54.46,51.02,95.0,68.0,8.63
